#{"t_start": 1645379623.556783, "env_id": null}
r,l,t 
-0.857143,7,526.545738
1.238095,11,526.660736
-9.690476,14,526.805738
1.166667,8,526.893735
1.214286,10,526.992735
1.214286,10,527.095736
1.119048,6,527.159736
1.214286,10,527.256735
-0.833333,8,527.338736
1.214286,10,527.439735
1.119048,6,527.516736
1.190476,9,527.605737
1.166667,8,527.685857
1.214286,10,527.785852
1.142857,7,527.925366
1.142857,7,528.030363
1.261905,12,528.485543
1.190476,9,528.595545
1.261905,12,528.730545
1.166667,8,528.822544
1.071429,4,528.876543
1.166667,8,528.964543
1.095238,5,529.028581
1.095238,5,529.090581
1.285714,13,529.220606
1.333333,15,529.359613
1.142857,7,529.439611
1.119048,6,529.509608
1.095238,5,529.567606
-0.761905,11,529.750605
1.166667,8,529.830607
1.261905,12,529.94192
1.166667,8,530.01892
1.119048,6,530.08492
1.071429,4,530.133919
1.261905,12,530.245934
1.095238,5,530.302938
1.190476,9,530.395951
1.166667,8,530.480967
-0.785714,10,530.586366
1.095238,5,530.645381
-0.833333,8,530.733399
1.095238,5,530.792399
1.261905,12,530.913531
1.166667,8,530.997534
1.214286,10,531.193535
1.119048,6,531.255535
1.238095,11,531.367532
-0.833333,8,531.454571
1.190476,9,531.54657
-0.880952,6,531.615572
1.238095,11,531.725086
1.214286,10,531.856085
1.261905,12,532.004083
1.095238,5,532.062088
1.142857,7,532.139088
1.190476,9,532.238088
1.119048,6,532.313088
1.166667,8,532.409089
1.142857,7,532.485089
-0.714286,13,532.679084
1.238095,11,532.789089
1.166667,8,532.871089
-0.738095,12,532.990089
1.285714,13,533.131084
-0.904762,5,533.197085
1.166667,8,533.288088
-0.904762,5,533.347089
1.142857,7,533.418089
-0.785714,10,533.520087
-0.833333,8,533.615086
1.166667,8,533.703084
1.119048,6,533.775085
-0.809524,9,533.878088
1.119048,6,533.949088
1.142857,7,534.091086
-0.809524,9,534.185084
1.119048,6,534.255086
1.142857,7,534.335088
1.166667,8,534.422085
1.119048,6,534.491086
1.095238,5,534.553087
1.214286,10,534.667084
1.119048,6,534.744084
1.119048,6,534.818085
1.119048,6,534.89809
1.238095,11,535.016084
-0.904762,5,535.075089
1.095238,5,535.131089
1.166667,8,535.218084
1.190476,9,535.315086
1.238095,11,535.417089
1.190476,9,535.504084
1.071429,4,535.620085
1.190476,9,535.709089
-0.809524,9,535.800089
1.214286,10,535.895088
1.119048,6,535.963088
1.095238,5,536.021766
1.071429,4,536.074769
1.095238,5,536.137627
1.095238,5,536.19963
1.142857,7,536.280631
1.095238,5,536.345634
1.142857,7,536.44563
-0.880952,6,536.525631
-9.666667,15,536.677654
1.142857,7,536.754655
1.285714,13,536.917721
1.119048,6,536.989719
1.214286,10,537.187718
1.214286,10,537.29572
1.119048,6,537.36572
1.119048,6,537.434719
1.142857,7,537.512544
-0.833333,8,537.60453
1.166667,8,537.693529
1.166667,8,537.780201
1.309524,14,537.918211
1.214286,10,538.015224
1.142857,7,538.085229
1.142857,7,538.15625
1.238095,11,538.257249
1.095238,5,538.31426
1.285714,13,538.432282
1.142857,7,538.570515
1.119048,6,538.632515
1.166667,8,538.733516
1.119048,6,538.813513
1.119048,6,538.878516
1.190476,9,538.969514
1.190476,9,539.057516
-0.809524,9,539.149518
1.166667,8,539.236512
1.166667,8,539.322515
1.119048,6,539.389518
-0.880952,6,539.459515
1.142857,7,539.535518
1.095238,5,539.592516
1.190476,9,539.687526
1.190476,9,539.780516
1.095238,5,539.838514
-9.785714,10,540.011515
1.071429,4,540.059516
-0.690476,14,540.191518
-9.857143,7,540.259519
1.166667,8,540.337519
1.261905,12,540.450514
1.142857,7,540.522514
-0.738095,12,540.637519
1.190476,9,540.728518
1.095238,5,540.782518
1.166667,8,540.861518
1.214286,10,540.95952
1.071429,4,541.005518
1.190476,9,541.113517
1.190476,9,541.199519
1.190476,9,541.353518
-9.785714,10,541.445518
1.095238,5,541.500518
1.214286,10,541.593518
1.285714,13,541.714517
1.190476,9,541.802519
1.190476,9,541.889515
1.238095,11,541.996514
1.119048,6,542.062518
1.214286,10,542.158515
1.285714,13,542.279515
1.071429,4,542.325519
1.214286,10,542.419518
-0.880952,6,542.486517
1.261905,12,542.676681
1.190476,9,542.765685
1.166667,8,542.844681
-0.738095,12,542.97068
1.166667,8,543.057682
1.142857,7,543.133683
1.142857,7,543.206142
-0.833333,8,543.287626
1.142857,7,543.359061
1.142857,7,543.429066
1.309524,14,543.554061
1.166667,8,543.633061
-9.714286,13,543.752065
1.190476,9,543.839061
-0.809524,9,543.933063
-0.857143,7,544.083061
1.166667,8,544.169061
1.142857,7,544.241061
1.119048,6,544.308705
1.238095,11,544.42169
-0.761905,11,544.528912
1.190476,9,544.618913
1.142857,7,544.694912
1.238095,11,544.804906
-0.928571,4,544.855906
1.142857,7,544.933909
1.214286,10,545.030912
1.214286,10,545.125913
-0.857143,7,545.197912
-0.833333,8,545.282909
1.166667,8,545.427908
-0.833333,8,545.510913
1.095238,5,545.565912
1.119048,6,545.631913
1.119048,6,545.694908
1.166667,8,545.777909
1.119048,6,546.124912
1.261905,12,546.262908
-0.785714,10,546.366908
1.142857,7,546.43991
1.214286,10,546.53991
1.333333,15,546.685911
1.119048,6,546.755908
1.142857,7,546.83091
1.119048,6,546.921913
1.261905,12,547.068909
1.261905,12,547.287908
1.261905,12,547.432911
1.071429,4,547.479911
1.119048,6,547.541913
1.166667,8,547.621908
1.214286,10,547.720908
1.119048,6,547.785908
1.190476,9,547.875913
1.166667,8,547.953913
1.095238,5,548.008909
1.261905,12,548.129909
1.095238,5,548.192914
1.190476,9,548.294909
1.214286,10,548.394908
1.190476,9,548.485907
1.190476,9,548.65791
1.142857,7,548.733908
1.142857,7,548.811912
-0.809524,9,548.906912
1.119048,6,548.970908
1.190476,9,549.067913
-0.738095,12,549.185912
1.190476,9,549.275913
1.095238,5,549.329914
1.214286,10,549.425908
1.261905,12,549.536913
1.071429,4,549.583913
1.119048,6,549.644913
1.142857,7,549.717906
-0.833333,8,549.811911
1.380952,17,550.051919
-0.714286,13,550.199909
-0.809524,9,550.292908
1.166667,8,550.372913
1.214286,10,550.466908
1.190476,9,550.552908
1.119048,6,550.616913
-9.666667,15,550.747915
-0.880952,6,550.814908
1.071429,4,550.860913
1.309524,14,550.989914
1.309524,14,551.116913
1.095238,5,551.173909
1.214286,10,551.27291
1.166667,8,551.447914
1.214286,10,551.552908
1.095238,5,551.612912
1.142857,7,551.690314
1.166667,8,551.771313
1.095238,5,551.825313
1.214286,10,551.923313
1.119048,6,551.986313
-0.738095,12,552.100377
1.095238,5,552.155378
1.190476,9,552.245373
-0.809524,9,552.335377
1.095238,5,552.391376
1.071429,4,552.438376
1.261905,12,552.548374
1.166667,8,552.629374
1.095238,5,552.684377
1.214286,10,552.846068
1.142857,7,552.920066
1.166667,8,553.000067
1.166667,8,553.080064
-0.785714,10,553.181206
1.238095,11,553.288207
-0.880952,6,553.354202
1.214286,10,553.448206
1.142857,7,553.520202
1.142857,7,553.591206
1.095238,5,553.646203
1.095238,5,553.701206
1.142857,7,553.771207
1.142857,7,553.846205
-0.833333,8,553.929206
1.166667,8,554.009207
-0.785714,10,554.225203
-0.880952,6,554.296199
1.166667,8,554.3862
-0.666667,15,554.535201
1.190476,9,554.6322
1.190476,9,554.737205
1.309524,14,554.873201
1.142857,7,554.946205
-0.714286,13,555.078203
1.095238,5,555.140202
1.190476,9,555.240201
1.071429,4,555.290205
1.261905,12,555.413202
1.214286,10,555.508219
1.119048,6,555.649822
1.166667,8,555.734818
1.095238,5,555.794817
1.190476,9,555.886817
1.119048,6,555.95082
1.166667,8,556.035818
1.190476,9,556.121818
1.071429,4,556.169818
1.071429,4,556.241253
1.190476,9,556.327255
1.119048,6,556.390254
1.071429,4,556.441255
-0.833333,8,556.52725
-0.809524,9,556.618254
1.285714,13,556.740258
1.071429,4,556.793251
1.142857,7,556.865253
1.119048,6,556.936251
1.166667,8,557.08625
1.142857,7,557.15726
1.357143,16,557.305251
1.238095,11,557.41425
1.214286,10,557.514254
1.166667,8,557.596513
1.071429,4,557.646513
1.166667,8,557.726517
1.166667,8,557.808513
1.119048,6,557.871513
1.166667,8,557.976512
1.309524,14,558.155513
1.214286,10,558.256513
-0.738095,12,558.371512
1.214286,10,558.535286
1.190476,9,558.621286
-0.880952,6,558.68829
1.166667,8,558.76629
1.261905,12,558.881286
1.166667,8,558.960549
1.190476,9,559.049021
1.285714,13,559.169743
1.142857,7,559.243062
1.166667,8,559.322337
1.166667,8,559.399342
1.095238,5,559.453341
1.190476,9,559.542354
1.142857,7,559.61635
1.214286,10,559.713362
1.190476,9,559.869793
1.095238,5,559.923811
1.119048,6,559.984808
1.190476,9,560.073828
1.261905,12,560.184849
1.190476,9,560.271868
1.119048,6,560.333881
1.095238,5,560.389879
1.119048,6,560.45843
1.238095,11,560.56243
1.166667,8,560.64443
1.214286,10,560.74243
1.071429,4,560.789427
1.142857,7,560.860425
1.166667,8,560.939431
1.214286,10,561.033425
-0.809524,9,561.194409
1.119048,6,561.261411
-0.880952,6,561.338409
1.285714,13,561.459413
1.095238,5,561.513408
-0.809524,9,561.603411
1.214286,10,561.702407
-0.928571,4,561.754408
1.214286,10,561.85841
1.071429,4,561.905409
1.166667,8,561.984411
1.119048,6,562.047408
-0.809524,9,562.139413
-0.809524,9,562.231413
1.095238,5,562.285413
1.166667,8,562.38341
1.142857,7,562.456409
1.142857,7,562.591853
1.142857,7,562.665857
1.095238,5,562.721853
-0.761905,11,562.826857
1.119048,6,562.890857
-0.738095,12,563.016854
1.214286,10,563.384857
-0.928571,4,563.434857
1.142857,7,563.507855
-0.833333,8,563.588865
1.166667,8,563.681857
1.071429,4,563.727858
1.071429,4,563.773868
1.166667,8,563.852858
1.166667,8,563.931857
1.095238,5,563.985856
1.142857,7,564.056858
-0.833333,8,564.139855
-9.738095,12,564.316852
1.071429,4,564.363853
1.261905,12,564.484857
1.261905,12,564.605853
1.214286,10,564.717855
1.261905,12,564.834858
1.190476,9,564.931855
1.214286,10,565.029857
1.214286,10,565.124218
1.309524,14,565.253236
-0.690476,14,565.382256
1.119048,6,565.444276
1.214286,10,565.606291
1.238095,11,565.710305
1.166667,8,565.788328
1.214286,10,565.910351
1.166667,8,565.990679
1.166667,8,566.069695
1.071429,4,566.115695
1.119048,6,566.177701
1.190476,9,566.26672
1.119048,6,566.328741
1.214286,10,566.423763
1.214286,10,566.52477
1.119048,6,566.589773
1.142857,7,566.659794
1.238095,11,566.76382
1.095238,5,566.82284
1.261905,12,567.008684
1.261905,12,567.120712
-0.785714,10,567.221736
-0.880952,6,567.290736
-0.833333,8,567.373759
1.190476,9,567.458777
1.238095,11,567.562799
-0.785714,10,567.666818
1.166667,8,567.746814
-0.857143,7,567.825818
-0.785714,10,567.923803
-0.857143,7,567.999805
-0.738095,12,568.113823
1.119048,6,568.178843
1.119048,6,568.241862
1.166667,8,568.388863
1.309524,14,568.517884
1.190476,9,568.605904
1.142857,7,568.67892
1.309524,14,568.810935
1.166667,8,568.895933
1.095238,5,568.952933
1.214286,10,569.046955
1.119048,6,569.109955
1.166667,8,569.188975
1.190476,9,569.282984
1.095238,5,569.338005
1.285714,13,569.45901
1.095238,5,569.517005
1.166667,8,569.663373
1.119048,6,569.741375
1.119048,6,569.823374
-0.809524,9,569.916377
1.166667,8,569.996376
-0.857143,7,570.070377
1.261905,12,570.210377
1.190476,9,570.300375
1.166667,8,570.378372
1.261905,12,570.493372
1.190476,9,570.58841
1.166667,8,570.674407
1.142857,7,570.748409
1.095238,5,570.804407
1.095238,5,570.86241
1.142857,7,570.93241
-0.738095,12,571.119538
1.071429,4,571.166537
1.095238,5,571.249913
1.214286,10,571.345913
1.309524,14,571.478912
1.166667,8,571.560913
1.166667,8,571.646912
-0.857143,7,571.727483
1.095238,5,571.783482
1.166667,8,571.863478
1.190476,9,571.953482
1.095238,5,572.010482
1.119048,6,572.072482
1.214286,10,572.167482
1.166667,8,572.245482
1.142857,7,572.318605
1.119048,6,572.383604
1.119048,6,572.518251
1.166667,8,572.60324
1.261905,12,572.71824
1.214286,10,572.81324
1.238095,11,572.915053
1.119048,6,572.983059
-0.857143,7,573.058054
1.142857,7,573.133052
1.071429,4,573.181054
1.166667,8,573.259055
-0.857143,7,573.334022
1.095238,5,573.392027
1.214286,10,573.487021
1.166667,8,573.570024
-0.761905,11,573.678022
1.214286,10,573.773026
1.142857,7,573.912022
1.214286,10,574.009022
-0.857143,7,574.087021
1.238095,11,574.190027
1.166667,8,574.269027
1.071429,4,574.317027
1.166667,8,574.398026
-0.809524,9,574.488027
1.166667,8,574.592028
-9.690476,14,574.722021
1.095238,5,574.780021
-9.785714,10,574.883021
1.190476,9,574.979027
-0.833333,8,575.063022
-0.904762,5,575.121026
1.214286,10,575.284629
-0.761905,11,575.396231
1.095238,5,575.451236
1.190476,9,575.539234
1.119048,6,575.605231
1.119048,6,575.667231
1.214286,10,575.762231
1.166667,8,575.843352
1.238095,11,575.946348
1.071429,4,575.994352
1.119048,6,576.060352
1.190476,9,576.154348
1.333333,15,576.295312
1.119048,6,576.358312
1.190476,9,576.44613
1.142857,7,576.516946
1.095238,5,576.636604
-9.761905,11,576.739608
1.095238,5,576.794608
1.166667,8,576.878607
-9.761905,11,576.984608
1.190476,9,577.081606
-9.714286,13,577.199606
1.095238,5,577.257605
-0.857143,7,577.332604
1.166667,8,577.413135
1.166667,8,577.493137
1.166667,8,577.601711
1.142857,7,577.67171
1.095238,5,577.725715
1.166667,8,577.805715
-0.785714,10,577.91071
1.095238,5,578.035605
1.214286,10,578.131136
-9.785714,10,578.242995
1.166667,8,578.324999
1.166667,8,578.406676
1.142857,7,578.480693
1.095238,5,578.53569
1.214286,10,578.633706
-0.833333,8,578.716706
1.214286,10,578.819716
1.142857,7,578.891732
1.142857,7,578.964473
1.071429,4,579.010478
-0.928571,4,579.059477
1.119048,6,579.161475
1.238095,11,579.280473
1.071429,4,579.327474
-9.690476,14,579.522483
1.095238,5,579.577477
1.119048,6,579.639478
1.095238,5,579.710474
1.142857,7,579.788474
1.214286,10,579.891474
1.119048,6,579.971473
1.261905,12,580.086473
1.166667,8,580.169473
1.214286,10,580.271473
1.261905,12,580.387475
-0.785714,10,580.504476
1.095238,5,580.576477
1.071429,4,580.651474
-0.880952,6,581.073472
1.119048,6,581.134477
1.190476,9,581.227474
1.166667,8,581.393477
1.119048,6,581.456478
1.214286,10,581.551473
1.214286,10,581.653475
1.071429,4,581.701477
1.238095,11,581.806473
1.095238,5,581.864473
1.190476,9,581.958473
1.190476,9,582.053473
1.119048,6,582.121379
1.095238,5,582.177378
1.142857,7,582.247378
1.166667,8,582.327384
1.071429,4,582.375379
1.190476,9,582.463883
1.071429,4,582.511887
1.142857,7,582.589887
1.095238,5,582.648904
1.095238,5,582.782082
1.142857,7,582.855094
-0.928571,4,582.904099
1.214286,10,583.021095
-9.666667,15,583.185134
1.095238,5,583.239141
1.190476,9,583.329523
-0.904762,5,583.389535
1.119048,6,583.456548
1.166667,8,583.537561
1.261905,12,583.653576
1.166667,8,583.73659
1.142857,7,583.810599
1.214286,10,583.91161
1.119048,6,583.976624
1.142857,7,584.049551
1.214286,10,584.249549
1.238095,11,584.369565
1.095238,5,584.433664
-0.714286,13,584.622659
1.071429,4,584.706661
-0.857143,7,584.805658
1.095238,5,584.879514
1.095238,5,584.969512
1.071429,4,585.025512
1.309524,14,585.19551
-0.833333,8,585.290512
1.309524,14,585.445516
-9.738095,12,585.568526
1.166667,8,585.6585
1.238095,11,585.801499
1.190476,9,585.963498
1.214286,10,586.05742
1.261905,12,586.168295
1.119048,6,586.233308
-0.833333,8,586.319309
-0.809524,9,586.411328
1.214286,10,586.506351
1.142857,7,586.57637
1.214286,10,586.677423
-0.785714,10,586.780421
1.166667,8,586.866419
1.142857,7,586.949421
1.238095,11,587.06342
1.357143,16,587.283866
-0.809524,9,587.378868
1.285714,13,587.513866
1.142857,7,587.591872
1.119048,6,587.661054
1.071429,4,587.709053
1.190476,9,587.804053
1.119048,6,587.868057
1.190476,9,587.960052
-0.833333,8,588.047054
-0.833333,8,588.141054
1.238095,11,588.252053
1.214286,10,588.351053
1.119048,6,588.416063
1.119048,6,588.483064
1.166667,8,588.564059
1.190476,9,588.724138
1.071429,4,588.773136
1.095238,5,588.830141
1.166667,8,588.911657
1.166667,8,588.991652
1.190476,9,589.082847
1.214286,10,589.184958
1.166667,8,589.266952
1.119048,6,589.330952
1.119048,6,589.394958
1.261905,12,589.518954
1.142857,7,589.593953
1.142857,7,589.670953
1.214286,10,589.782953
1.238095,11,589.898958
1.190476,9,589.996958
-0.809524,9,590.168954
1.071429,4,590.219958
1.190476,9,590.309953
1.119048,6,590.374953
1.238095,11,590.481953
-0.785714,10,590.588089
-0.857143,7,590.663369
-9.809524,9,590.757371
1.190476,9,590.857371
-0.833333,8,590.95337
1.166667,8,591.041369
1.071429,4,591.09037
1.166667,8,591.176368
1.309524,14,591.317368
1.095238,5,591.37837
1.166667,8,591.467373
1.214286,10,591.64237
1.095238,5,591.700371
1.190476,9,591.805368
1.238095,11,591.91737
-9.761905,11,592.026369
1.142857,7,592.09937
-0.809524,9,592.191378
1.071429,4,592.241371
1.190476,9,592.335369
1.190476,9,592.438367
1.190476,9,592.52837
1.190476,9,592.61937
1.309524,14,592.751369
1.214286,10,592.856369
1.214286,10,593.030368
1.119048,6,593.09937
-0.880952,6,593.17137
1.285714,13,593.29537
-0.857143,7,593.369369
1.142857,7,593.442804
1.214286,10,593.542806
1.119048,6,593.605808
1.095238,5,593.663804
1.119048,6,593.726805
1.142857,7,593.803804
-9.761905,11,593.907254
1.119048,6,593.973252
1.119048,6,594.034698
1.142857,7,594.106763
1.142857,7,594.179765
-0.833333,8,594.261764
1.166667,8,594.410523
1.166667,8,594.491523
-0.833333,8,594.573537
1.166667,8,594.657524
1.166667,8,594.743523
1.166667,8,594.830523
1.166667,8,594.912527
1.166667,8,594.993525
1.166667,8,595.075525
-9.738095,12,595.184526
1.214286,10,595.281523
1.190476,9,595.367527
1.166667,8,595.446527
1.142857,7,595.519528
1.190476,9,595.608527
1.214286,10,595.773523
1.214286,10,595.871527
1.166667,8,595.950527
1.166667,8,596.031527
1.238095,11,596.135523
1.142857,7,596.207621
1.333333,15,596.343616
1.190476,9,596.432619
1.238095,11,596.536731
1.309524,14,596.66473
1.190476,9,596.756733
1.214286,10,596.856733
1.119048,6,596.921734
1.071429,4,596.967733
1.238095,11,597.145734
1.214286,10,597.262731
1.119048,6,597.330708
1.095238,5,597.388709
1.142857,7,597.459714
1.261905,12,597.571708
1.285714,13,597.695709
1.095238,5,597.751709
-0.857143,7,597.830708
1.142857,7,597.91071
1.166667,8,597.996713
1.142857,7,598.073709
1.190476,9,598.160713
1.238095,11,598.286717
1.261905,12,598.400713
1.166667,8,598.549709
1.166667,8,598.635708
1.142857,7,598.710709
1.214286,10,598.805713
1.214286,10,599.187709
1.166667,8,599.272709
1.238095,11,599.383708
1.190476,9,599.474709
1.071429,4,599.521708
1.214286,10,599.614713
1.261905,12,599.725711
1.190476,9,599.819939
1.119048,6,599.891949
1.142857,7,599.96688
1.119048,6,600.02888
-0.785714,10,600.194885
1.190476,9,600.282881
1.142857,7,600.361881
1.190476,9,600.499882
1.238095,11,600.631879
1.119048,6,600.712881
1.214286,10,600.848888
-0.809524,9,600.96588
1.190476,9,601.078888
1.095238,5,601.146881
1.190476,9,601.24588
1.166667,8,601.332881
1.142857,7,601.413104
1.095238,5,601.472101
1.071429,4,601.525103
1.166667,8,601.611101
1.119048,6,601.682099
1.142857,7,601.832104
1.190476,9,601.9281
1.142857,7,602.0101
-9.690476,14,602.1441
1.238095,11,602.256102
1.071429,4,602.305104
1.095238,5,602.362101
1.238095,11,602.4661
1.166667,8,602.5661
1.119048,6,602.635105
1.095238,5,602.693103
-0.809524,9,602.7871
-0.690476,14,602.934104
1.142857,7,603.0181
1.261905,12,603.2121
1.095238,5,603.271102
1.095238,5,603.3321
1.309524,14,603.475476
1.142857,7,603.560473
1.214286,10,603.662472
1.119048,6,603.731476
1.095238,5,603.788476
-0.809524,9,603.887475
1.190476,9,603.984948
1.119048,6,604.061953
-9.666667,15,604.212948
-0.809524,9,604.315947
-0.880952,6,604.388947
1.166667,8,604.480947
-0.809524,9,604.580301
1.142857,7,604.742521
1.190476,9,604.842521
1.238095,11,604.968523
1.214286,10,605.086525
1.119048,6,605.167521
1.142857,7,605.250521
1.190476,9,605.353521
1.238095,11,605.470521
1.190476,9,605.565521
1.238095,11,605.67852
1.238095,11,605.783521
1.166667,8,605.863521
-0.809524,9,605.955519
1.119048,6,606.019521
1.190476,9,606.173183
1.142857,7,606.245696
1.166667,8,606.334696
1.095238,5,606.393695
1.142857,7,606.473038
1.214286,10,606.571034
-0.809524,9,606.674349
1.119048,6,606.746347
1.095238,5,606.804347
1.142857,7,606.882347
1.071429,4,606.932351
1.095238,5,606.990538
-0.928571,4,607.044799
1.190476,9,607.146793
1.238095,11,607.259796
1.095238,5,607.317794
1.095238,5,607.372794
1.071429,4,607.420794
1.166667,8,607.498794
-0.761905,11,607.677797
1.142857,7,607.755794
1.166667,8,607.842796
-0.809524,9,607.952793
1.142857,7,608.034794
1.190476,9,608.134799
1.190476,9,608.234795
1.261905,12,608.363795
1.119048,6,608.434794
1.214286,10,608.547798
1.238095,11,608.659796
1.095238,5,608.721797
1.119048,6,608.796796
1.166667,8,608.898792
1.238095,11,609.010792
1.166667,8,609.174793
1.214286,10,609.295794
1.214286,10,609.401794
1.119048,6,609.472794
1.119048,6,609.540801
1.190476,9,609.635795
1.095238,5,609.697796
1.214286,10,609.799795
1.261905,12,609.931794
1.214286,10,610.036795
1.166667,8,610.129292
1.142857,7,610.205293
1.071429,4,610.254292
1.095238,5,610.31529
1.142857,7,610.39529
1.190476,9,610.491293
1.142857,7,610.568981
1.095238,5,610.711493
1.142857,7,610.792499
-0.857143,7,610.870496
1.166667,8,610.950494
1.190476,9,611.038494
1.166667,8,611.121494
1.166667,8,611.205494
1.119048,6,611.268514
1.142857,7,611.341528
1.095238,5,611.400531
1.119048,6,611.468527
1.119048,6,611.533526
1.238095,11,611.642527
1.285714,13,611.775527
1.142857,7,611.851526
1.095238,5,611.911525
1.119048,6,611.981527
1.071429,4,612.032527
1.166667,8,612.191548
1.261905,12,612.315545
1.142857,7,612.39255
1.071429,4,612.442527
1.190476,9,612.538526
1.309524,14,612.671396
1.238095,11,612.782302
1.166667,8,612.872301
1.166667,8,612.962303
-9.714286,13,613.094302
1.166667,8,613.182303
1.142857,7,613.2623
1.119048,6,613.330301
1.119048,6,613.400305
-9.714286,13,613.583318
1.142857,7,613.705318
1.095238,5,613.772316
1.095238,5,613.838317
1.190476,9,613.942322
1.119048,6,614.014323
1.095238,5,614.073324
1.214286,10,614.181329
1.166667,8,614.271344
1.142857,7,614.349343
1.119048,6,614.418343
1.166667,8,614.649567
1.190476,9,614.811565
1.142857,7,614.918566
1.142857,7,615.030563
1.261905,12,615.193567
1.119048,6,615.277563
1.166667,8,615.461561
-0.904762,5,615.533564
1.095238,5,615.605568
1.190476,9,615.733567
1.190476,9,615.842564
1.261905,12,615.982564
1.142857,7,616.085568
-0.785714,10,616.204563
1.190476,9,616.310569
1.309524,14,616.463787
1.095238,5,616.532786
1.142857,7,616.614788
1.119048,6,616.685788
1.166667,8,616.775789
1.166667,8,616.86413
1.190476,9,616.965401
1.142857,7,617.123847
-0.928571,4,617.186711
1.190476,9,617.298714
1.119048,6,617.377712
1.190476,9,617.48471
1.166667,8,617.576722
1.119048,6,617.648714
1.166667,8,617.738714
1.238095,11,617.859723
1.166667,8,617.950366
1.119048,6,618.02387
1.190476,9,618.125866
1.119048,6,618.202869
1.190476,9,618.301865
1.142857,7,618.382863
1.190476,9,618.793869
1.214286,10,618.901865
1.214286,10,619.100864
-0.785714,10,619.216864
1.166667,8,619.311865
1.142857,7,619.392867
-0.880952,6,619.468869
-9.761905,11,619.587863
1.166667,8,619.683865
1.190476,9,619.780864
1.142857,7,619.862913
1.142857,7,619.943264
1.238095,11,620.057267
1.095238,5,620.116263
1.095238,5,620.177265
1.119048,6,620.247263
1.142857,7,620.325265
1.190476,9,620.422263
1.190476,9,620.591684
1.166667,8,620.679682
1.166667,8,620.767681
1.214286,10,620.876682
1.309524,14,621.017682
-0.857143,7,621.100682
1.142857,7,621.181682
1.261905,12,621.307685
1.214286,10,621.416687
1.166667,8,621.504687
1.214286,10,621.614972
1.166667,8,621.703973
-0.785714,10,621.813972
1.142857,7,621.892973
1.214286,10,622.068973
1.261905,12,622.196972
1.142857,7,622.276972
1.166667,8,622.364972
1.190476,9,622.462973
1.119048,6,622.531972
1.095238,5,622.594973
1.071429,4,622.648975
1.309524,14,622.808974
1.214286,10,622.913972
-0.833333,8,623.004972
1.214286,10,623.116488
1.214286,10,623.226988
1.214286,10,623.332989
1.190476,9,623.509188
1.071429,4,623.562186
1.071429,4,623.616188
1.071429,4,623.670187
1.190476,9,623.77071
1.095238,5,623.83371
-0.833333,8,623.926236
1.095238,5,623.986235
1.119048,6,624.057239
1.071429,4,624.110235
1.238095,11,624.230235
1.119048,6,624.299237
1.166667,8,624.385235
1.238095,11,624.503272
-0.761905,11,624.622267
1.214286,10,624.73927
1.142857,7,624.832268
1.095238,5,624.906267
1.214286,10,625.100268
1.190476,9,625.201267
-0.809524,9,625.30327
-9.738095,12,625.427272
1.166667,8,625.516268
-0.785714,10,625.626268
-9.690476,14,625.786272
1.166667,8,625.910267
1.190476,9,626.005269
1.095238,5,626.066267
-0.833333,8,626.158277
1.142857,7,626.237267
1.166667,8,626.329272
-0.928571,4,626.387527
1.190476,9,626.485526
1.190476,9,626.659528
1.071429,4,626.712526
1.214286,10,626.821525
1.214286,10,626.931596
1.119048,6,627.001672
1.166667,8,627.090674
1.119048,6,627.160672
1.285714,13,627.30567
1.142857,7,627.394672
1.166667,8,627.484676
1.166667,8,627.572743
1.166667,8,627.663743
-0.785714,10,627.776743
1.142857,7,627.854743
1.166667,8,627.944743
1.166667,8,628.032743
1.119048,6,628.180743
1.190476,9,628.279744
1.190476,9,628.379083
1.166667,8,628.467081
1.142857,7,628.549081
1.190476,9,628.650082
1.071429,4,628.704081
1.119048,6,628.7761
1.142857,7,628.854098
-0.809524,9,628.958102
1.119048,6,629.032552
1.095238,5,629.094551
-0.928571,4,629.150241
1.071429,4,629.204808
-0.833333,8,629.297808
1.119048,6,629.366808
1.166667,8,629.454808
1.190476,9,629.553808
-0.761905,11,629.753808
1.095238,5,629.814808
1.285714,13,629.946808
1.214286,10,630.055568
1.095238,5,630.117379
1.166667,8,630.205391
1.190476,9,630.305391
1.142857,7,630.384718
1.119048,6,630.455722
1.119048,6,630.528719
1.166667,8,630.616773
-0.880952,6,630.689785
1.261905,12,630.816248
1.166667,8,630.905256
-0.785714,10,631.018269
-0.761905,11,631.137875
1.095238,5,631.270875
1.095238,5,631.331879
1.166667,8,631.420875
1.142857,7,631.500875
1.238095,11,631.614875
1.333333,15,631.766875
1.119048,6,631.836875
1.119048,6,631.908874
1.166667,8,631.997028
1.119048,6,632.068028
1.142857,7,632.14799
1.214286,10,632.256008
1.071429,4,632.308017
-0.857143,7,632.392219
-0.880952,6,632.469073
1.142857,7,632.549014
1.190476,9,632.648263
1.190476,9,632.822295
1.190476,9,632.919296
1.095238,5,632.980295
1.214286,10,633.086319
1.142857,7,633.167315
-0.761905,11,633.28971
1.214286,10,633.394711
1.142857,7,633.473713
1.166667,8,633.561708
1.095238,5,633.624719
1.166667,8,633.712708
1.166667,8,633.799709
1.166667,8,633.886708
1.214286,10,633.994708
1.238095,11,634.110708
1.166667,8,634.271708
1.166667,8,634.359709
1.166667,8,634.446709
